"Part";"Value";"Device";"Package";"Description";"DESIGNER";"PROD_ID";"REV";"VALUE";
"B1";"6.8MM_COIN_CELL";"ML414H_IV01E_BATTERY";"ML414H_IV01E";"SEIKO ML414H-IV01E Reflowable Lithium Battery";"";"BATT-14267";"";"";
"C1";"47pF";"47PF-0402_TIGHT-25V-5%-X7R";"0402-TIGHT";"47pF ceramic capacitors";"";"CAP-15063";"";"47pF";
"C2";"1.0uF";"1.0UF-0402T-16V-10%";"0402-TIGHT";"1µF ceramic capacitors";"";"CAP-12417";"";"1.0uF";
"C7";"0.1uF";"0.1UF-0402T-16V-10%";"0402-TIGHT";"0.1µF ceramic capacitors";"";"CAP-12416";"";"0.1uF";
"C10";"1.0uF";"1.0UF-0402T-16V-10%";"0402-TIGHT";"1µF ceramic capacitors";"";"CAP-12417";"";"1.0uF";
"C11";"1.0uF";"1.0UF-0402T-16V-10%";"0402-TIGHT";"1µF ceramic capacitors";"";"CAP-12417";"";"1.0uF";
"C12";"0.1uF";"0.1UF-0402T-6.3V-10%-X7R";"0402-TIGHT";"0.1µF ceramic capacitors";"";"CAP-14993";"";"0.1uF";
"C13";"1.0uF";"1.0UF-0402T-16V-10%";"0402-TIGHT";"1µF ceramic capacitors";"";"CAP-12417";"";"1.0uF";
"D2";"0.5A/40V/420mV";"DIODE-SCHOTTKY-PMEG4005EJ";"SOD-323";"Schottky diode";"";"DIO-10955";"";"0.5A/40V/420mV";
"D4";"YEL";"LED-YELLOW0603";"LED-0603";"Yellow SMD LED";"";"DIO-09003";"";"Yellow";
"D5";"GRN";"LED-GREEN0603";"LED-0603";"Green SMD LED";"";"DIO-00821";"";"GREEN";
"D6";"PRTR5V0U2F";"PRTR5V0U2F";"SOT886";"A small ESD protection device. Most commonly used on USB D+/D- signals to protect large, expensive, or especially sensitive USB enabled devices.";"";"DIO-14084";"";"";
"D7";"RED";"LED-RED0603";"LED-0603";"Red SMD LED";"";"DIO-00819";"";"RED";
"D8";"BLU";"LED-BLUE0603";"LED-0603";"Blue SMD LED";"";"DIO-08575";"";"BLUE";
"D10";"PESD0402-0402T";"PESD0402-0402T";"0402-TIGHT";"ESD protection diode";"";"DIO-15359";"";"";
"E1";"SMA";"ANTENNA-SMA-GROUNDEDEDGE_SMA";"SMA-EDGE";"SMA Antenna Connector w/ Ground";"";"CONN-08289";"";"";
"E2";"SMA";"ANTENNA-SMA-GROUNDEDEDGE_SMA";"SMA-EDGE";"SMA Antenna Connector w/ Ground";"";"CONN-08289";"";"";
"E3";"SMA";"ANTENNA-SMA-GROUNDEDEDGE_SMA";"SMA-EDGE";"SMA Antenna Connector w/ Ground";"";"CONN-08289";"";"";
"FB1";"2.66Ω";"FERRITE_BEAD-0402-2.66Ω-1GHZ";"0402-TIGHT";"Ferrite Bead (blocks, cores, rings, chokes, etc.)";"";"NDUC-15072";"";"2.66Ω";
"FENCE";"JUMPER-SMT_2_NC_TRACE_SILK";"JUMPER-SMT_2_NC_TRACE_SILK";"SMT-JUMPER_2_NC_TRACE_SILK";"Normally closed trace jumper";"";"";"";"";
"FRAME2";"FRAME-LEDGER";"FRAME-LEDGER";"CREATIVE_COMMONS";"Schematic Frame - Ledger";"";"";"";"";
"H1";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";"";"";"";
"H2";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";"";"";"";
