"Part";"Value";"Device";"Package";"Description";"";
"C1";"18pF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C2";"18pF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C3";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";
"C4";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"IC1";"SC16IS750";"SC16IS750";"QFN-24";"";"";
"JP1";"LOGO-SFENEW";"LOGO-SFENEW";"SFE-NEW-WEBLOGO";"Spark Fun Electronics PCB Logo";"";
"JP2";"M11PTH";"M11PTH";"1X11";"Header 11";"";
"JP3";"LOGO-SFESK";"LOGO-SFESK";"SFE-LOGO-FLAME";"Spark Fun Electronics PCB Logo";"";
"JP4";"M11PTH";"M11PTH";"1X11";"Header 11";"";
"JP5";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"JP6";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"Q1";"14.7456MHz";"CRYSTAL5X3";"CRYSTAL-SMD-5X3";"Crystals";"";
"R1";"1M";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R2";"1k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R3";"1k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"U1";"3.3V";"V_REG_LDOSMD";"SOT23-5";"Voltage Regulator LDO";"";
