"Part";"Value";"Device";"Package";"Description";"BOM";
"C1";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C10";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"CONN1";"STEMMA_I2C_QT";"STEMMA_I2C_QT";"JST_SH4";"";"";
"DISPLAY1";"DISP_LCD_ST7789_1.3IN";"DISP_LCD_ST7789_1.3IN";"TFT_1.3IN_240X240_24P";"";"";
"FID1";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID2";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"IC1";"APX803";"AXP083-SAG";"SOT23";"";"";
"Q3";"BSS138";"MOSFET-NWIDE";"SOT23-WIDE";"N-Channel Mosfet";"";
"R1";"10K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R2";"10K";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R3";"10K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R5";"10";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R11";"10K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R12";"10K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R13";"10K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R14";"10K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R16";"10K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R18";"10K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"RPI1";"RASPBERRYPI_BPLUS_BONNETSMT";"RASPBERRYPI_BPLUS_BONNETSMT";"PI_BONNET_SMT";"";"";
"SW1";"EVQQ";"SWITCH_TACT_SMT_6MM";"6MMX6MM_TACTILE_SMT";"SMT Tact Switches";"";
"SW2";"EVQQ";"SWITCH_TACT_SMT_6MMSMALL";"6MM_SMT";"SMT Tact Switches";"";
"SW3";"NAVSWITCHSKQUABAUE010";"NAVSWITCHSKQUABAUE010";"SKQUBAE010";"";"";
