"Part";"Value";"Device";"Package";"Description";"";
"C3";"4.7uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C4";"4.7uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"D11";"RED";"LED0603";"LED-0603";"LEDs";"";
"JP1";"LOGO-SFESK";"LOGO-SFESK";"SFE-LOGO-FLAME";"Spark Fun Electronics PCB Logo";"";
"JP2";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"JP3";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"JP4";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"JP7";"LiPo Battery";"M02-JST-2MM-SMT";"JST-2-SMD";"Header 2";"";
"JP8";"";"M02PTH";"1X02";"Header 2";"";
"R3";"330";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R4";"2K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"U$1";"CREATIVE_COMMONS";"CREATIVE_COMMONS";"CREATIVE_COMMONS";"";"";
"U1";"MCP73831";"MCP73831";"SOT23-5";"Microchip's MCP73831";"";
"X1";"Micro USB";"USBSMD";"USB-MINIB";"USB Connectors";"";
