"Part";"Value";"Device";"Package";"Description";"BOM";
"B1";"1.8-5V";"BATTERY";"JSTPH2";"CR1220 SMT - Digikey: 3001K-ND";"";
"C1";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C2";"2.2uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C4";"0.1uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C5";"100uF/6V";"CAP_TANTALUMB/3528_REFLOW";"EIA3528-21/B-R";"Tantalum Capacitors";"";
"CN1";"USBA_FEMALE";"USB_TYPEAPTHFML";"USB_HOST-PTH";"USB - Type A Connectors";"";
"FID2";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID3";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"JP1";"";"PINHD-1X6CB";"1X06-CLEANBIG";"PIN HEADER";"";
"L1";"VLC5045-6.8uH";"INDUCTORTDK_VLC5045";"INDUCTOR_5X5MM_TDK_VLC5045";"Inductors";"";
"LBO";"RED";"LED0805_NOOUTLINE";"CHIPLED_0805_NOOUTLINE";"LED";"";
"PWR";"GREEN";"LED0805_NOOUTLINE";"CHIPLED_0805_NOOUTLINE";"LED";"";
"Q1";"MMUN2133LT1G";"MUN2114T1-PNP_DRIVER-SC59-BEC";"SC59-BEC";"PNP Bias Resistor Transistor";"";
"R1";"1.87Mohm";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R2";"340K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R3";"1.87Mohm";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R4";"200K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R5";"1K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R9";"75K 1%";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R10";"49.9K 1%";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R11";"75K 1%";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R12";"49.9K 1%";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R13";"340K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R20";"1K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"U$10";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"EXCLUDE";
"U$12";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"EXCLUDE";
"U1";"TPS61090RSAR";"VREG_TPS6103X";"PVQFN-16";"TPS6103x 4A Boost - 1.8-5.5V Input, Adjustable Output to 5.5V";"";
"X1";"";"TERMBLOCK_1X2";"TERMBLOCK_1X2-3.5MM";"3.5mm Terminal block";"";
