"Part";"Value";"Device";"Package";"Description";"";
"C1";"0.1uF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";
"C2";"0.1uF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";
"C3";"0.1uF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";
"C4";"1uF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";
"C5";"0.1uF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";
"FID1";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"FID2";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"FRAME2";"FRAME-LETTER";"FRAME-LETTER";"CREATIVE_COMMONS";"Schematic Frame";"";
"JP1";"breakout";"M05PTH";"1X05";"Header 5";"";
"JP2";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"JP3";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"JP7";"LOGO-SFESK";"LOGO-SFESK";"SFE-LOGO-FLAME";"Spark Fun Electronics PCB Logo";"";
"LOGO1";"OSHW-LOGOS";"OSHW-LOGOS";"OSHW-LOGO-S";"Open Source Hardware Logo This logo indicates the piece of hardware it is found on incorporates a OSHW license and/or adheres to the definition of open source hardware found here: http://freedomdefined.org/OSHW";"";
"R1";"4.7k";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R2";"4.7k";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"SJ1";"";"SOLDERJUMPER_2WAYPASTE1&2&3";"SJ_3_PASTE1&2&3";"Solder Jumper";"";
"U1";"MAG31101:1";"MAG31101:1";"DFN-10-W";"3-axis digital (I2C) magnetometer";"";
