"Part";"Value";"Device";"Package";"Description";"";
"C1";"0.1uF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";
"FID1";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"FID2";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"FRAME2";"FRAME-LETTER";"FRAME-LETTER";"CREATIVE_COMMONS";"Schematic Frame";"";
"J1";"";"AVR_SPI_PRG_6TESTPOINTS";"2X3_TEST_POINTS";"AVR ISP 6 Pin";"";
"LOGO1";"OSHW-LOGOS";"OSHW-LOGOS";"OSHW-LOGO-S";"Open Source Hardware Logo This logo indicates the piece of hardware it is found on incorporates a OSHW license and/or adheres to the definition of open source hardware found here: http://freedomdefined.org/OSHW";"";
"LOGO2";"SFE_LOGO_FLAME.1_INCH";"SFE_LOGO_FLAME.1_INCH";"SFE_LOGO_FLAME_.1";"SFE Logo, flame only";"";
"R1";"10k";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"U$1";"REVISION";"REVISION";"REVISION";"";"";
"U$2";"SEWTAP6";"SEWTAP6";"PETAL-SMALL-2SIDE";"";"";
"U$3";"SEWTAP6";"SEWTAP6";"PETAL-SMALL-2SIDE";"";"";
"U$4";"SEWTAP6";"SEWTAP6";"PETAL-SMALL-2SIDE";"";"";
"U$5";"SEWTAP6";"SEWTAP6";"PETAL-SMALL-2SIDE";"";"";
"U$6";"SEWTAP6";"SEWTAP6";"PETAL-SMALL-2SIDE";"";"";
"U$7";"SEWTAP6";"SEWTAP6";"PETAL-SMALL-2SIDE";"";"";
"U$8";"LOGO-LPL";"LOGO-LPL";"LOGO-L";"";"";
"U1";"ATTINY85";"ATTINY45";"SO08-EIAJ";"Atmel ATTiny45";"";
