"Part";"Value";"Device";"Package";"Description";"";
"JP1";"";"M07";"1X07";"Header 7";"";
"JP2";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";
"JP3";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"JP4";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"JP5";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"JP6";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"JP7";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";
"JP9";"LOGO-SFESK";"LOGO-SFESK";"SFE-LOGO-FLAME";"Spark Fun Electronics PCB Logo";"";
"JP10";"LOGO-SFENW2";"LOGO-SFENW2";"SFE-NEW-WEB";"Spark Fun Electronics PCB Logo";"";
"R1";"10K";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R2";"10K";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R3";"10K";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R4";"10K";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R5";"10K";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"S1";"5-WAY-TACTILE-SWITCH";"JOYSTICK_MINI";"JOYSTICK_MINI";"Small 5-way tactile joystick, COM-10063";"";
"U$1";"OSHW-LOGOS";"OSHW-LOGOS";"OSHW-LOGO-S";"Open Source Hardware Logo This logo indicates the piece of hardware it is found on incorporates a OSHW license and/or adheres to the definition of open source hardware found here: http://freedomdefined.org/OSHW";"";
"U$2";"CREATIVE_COMMONS";"CREATIVE_COMMONS";"CREATIVE_COMMONS";"";"";
