"Part";"Value";"Device";"Package";"Description";"BOM";
"C1";"2.2pF";"CAP_CERAMIC_0402";"_0402";"Ceramic Capacitors";"";
"C2";"10pF";"CAP_CERAMIC_0402";"_0402";"Ceramic Capacitors";"";
"C3";"DNC_10pF";"CAP_CERAMIC_0402";"_0402";"Ceramic Capacitors";"";
"C4";"1µF";"CAP_CERAMIC_0805MP";"_0805MP";"Ceramic Capacitors";"";
"C5";"1µF";"CAP_CERAMIC_0805MP";"_0805MP";"Ceramic Capacitors";"";
"C6";"10µF";"CAP_CERAMIC_0805MP";"_0805MP";"Ceramic Capacitors";"";
"C7";"10µF";"CAP_CERAMIC_0805MP";"_0805MP";"Ceramic Capacitors";"";
"C8";"10µF";"CAP_CERAMIC_0805MP";"_0805MP";"Ceramic Capacitors";"";
"FB1";"";"FERRITE_0805MP";"_0805MP";"Ferrite Bead";"";
"FID1";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID2";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID3";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"JP1";"";"HEADER-1X3ROUND";"1X03_ROUND";"PIN HEADER";"";
"JP3";"";"HEADER-1X970MIL";"1X09_ROUND_70";"PIN HEADER";"";
"L1";"DNP";"INDUCTOR_0402";"_0402";"Inductors";"";
"L2";"2.2nH";"INDUCTOR_0402";"_0402";"Inductors";"";
"LED1";"green";"LED0805_NOOUTLINE";"CHIPLED_0805_NOOUTLINE";"LED";"";
"R1";"470";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R2";"10K";"RESISTOR_0805MP";"_0805MP";"Resistors";"";
"R3";"10K";"RESISTOR_0805MP";"_0805MP";"Resistors";"";
"SJ1";"TESTMODE";"SOLDERJUMPER_CLOSED";"SOLDERJUMPER_CLOSEDWIRE";"Solder Jumper - Closed";"";
"TP1";"SCL";"TESTPOINTPAD1MM";"TESTPOINT_PAD_1MM";"Test Point";"";
"TP2";"SDA";"TESTPOINTPAD1MM";"TESTPOINT_PAD_1MM";"Test Point";"";
"U$24";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"EXCLUDE";
"U$34";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"EXCLUDE";
"U$35";"U.FL";"U.FL";"U.FL";"U.FL Antenna Connector";"";
"U1";"CC3000MOD";"CC3000MOD";"CC3000MOD";"CC3000MOD Wifi Module";"";
"U2";"";"VREG_SOT223";"SOT223-R";"SOT-223 Fixed Voltage Regulators";"";
"U3";"74HC4050D";"74HC4050D";"SOIC16";"6-channel level shifter";"";
"X1";"2500AT44M0400E";"ANTENNA_JOHANSON_2500AT44M0400";"ANT_2500AT44M0400";"Johanson 2.3-2.7 GHz Chip Antenna";"";
