"Part";"Value";"Device";"Package";"Description";"";
"C1";"0.1uF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";
"C2";"0.1uF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";
"FRAME1";"FRAME-LETTER";"FRAME-LETTER";"CREATIVE_COMMONS";"Schematic Frame";"";
"IC1";"MPR121";"MPR121V2";"QFN-20-0.4MM-V2";"MPR121 Capacitive Touch Sensor Controller. Variant "V2" was created using an image import of the bottom of the IC. It matches metal to metal.";"";
"JP1";"ADDR";"M01PTH";"1X01";"Header 1";"";
"JP2";"I2C";"M03PTH";"1X03";"Header 3";"";
"JP3";"Electrodes";"M12PTH";"1X12";"Header 12";"";
"JP4";"3.3V";"M01PTH";"1X01";"Header 1";"";
"JP5";"GND";"M01PTH";"1X01";"Header 1";"";
"JP7";"LOGO-SFENEW";"LOGO-SFENEW";"SFE-NEW-WEBLOGO";"Spark Fun Electronics PCB Logo";"";
"JP8";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"JP9";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"R1";"75k";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R2";"10k";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R3";"10k";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R4";"10k";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"SJ1";"SOLDERJUMPERTRACE";"SOLDERJUMPERTRACE";"SJ_2S-TRACE";"Solder Jumper";"";
"SJ2";"SOLDERJUMPERTRACE";"SOLDERJUMPERTRACE";"SJ_2S-TRACE";"Solder Jumper";"";
"SJ3";"SOLDERJUMPERTRACE";"SOLDERJUMPERTRACE";"SJ_2S-TRACE";"Solder Jumper";"";
"SJ4";"SOLDERJUMPERTRACE";"SOLDERJUMPERTRACE";"SJ_2S-TRACE";"Solder Jumper";"";
