"Part";"Value";"Device";"Package";"Description";"";
"CC_TEXT1";"CREATIVE_COMMONS";"CREATIVE_COMMONS";"CREATIVE_COMMONS";"Creative Commons License summary";"";
"JP1";"";"M06SIP";"1X06";"Header 6";"";
"JP2";"";"M06SIP";"1X06";"Header 6";"";
"JP3";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";
"JP4";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";
"JP5";"LOGO-SFENW2";"LOGO-SFENW2";"SFE-NEW-WEB";"Spark Fun Electronics PCB Logo";"";
"Q1";"BSS138";"MOSFET-NCHANNELSMD";"SOT23-3";"";"";
"Q2";"BSS138";"MOSFET-NCHANNELSMD";"SOT23-3";"";"";
"R1";"10K";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R3";"10K";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R4";"10K";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R5";"20K";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R6";"10K";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R7";"10K";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R8";"10K";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R9";"20K";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"U$1";"LOGO-SFESK";"LOGO-SFESK";"SFE-LOGO-FLAME";"Spark Fun Electronics PCB Logo";"";
"U$2";"OSHW-LOGOS";"OSHW-LOGOS";"OSHW-LOGO-S";"Open Source Hardware Logo This logo indicates the piece of hardware it is found on incorporates a OSHW license and/or adheres to the definition of open source hardware found here: http://freedomdefined.org/OSHW";"";
