"Part";"Value";"Device";"Package";"Description";"";
"C1";"10uF";"CAP_CERAMIC0805";"0805";"Ceramic Capacitors";"";
"C2";"";"CPOL-USE3.5-8";"E3,5-8";"POLARIZED CAPACITOR, American symbol";"";
"FID1";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"";
"FID2";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"";
"J1";"TERMBLOCK_1X2-3.5MM";"TERMBLOCK_1X2-3.5MM";"1X2-3.5MM";"3.5mm Terminal block";"";
"JP1";"";"HEADER-3X04";"3X04";"";"";
"JP2";"";"HEADER-3X04";"3X04";"";"";
"JP3";"";"PINHD-1X6CB";"1X06-CLEANBIG";"PIN HEADER";"";
"JP4";"";"PINHD-1X6CB";"1X06-CLEANBIG";"PIN HEADER";"";
"JP5";"";"HEADER-3X04";"3X04";"";"";
"JP6";"";"HEADER-3X04";"3X04";"";"";
"LED1";"VCC";"LED0805";"CHIPLED_0805";"LED";"";
"Q1";"IRLML6401";"MOSFET-PWIDE";"SOT23-WIDE";"P-Channel Mosfet";"";
"R1";"10K";"RESISTOR0805";"0805";"Resistors";"";
"R2";"10K";"RESISTOR0805";"0805";"Resistors";"";
"R3";"10K";"RESISTOR0805";"0805";"Resistors";"";
"R4";"10K";"RESISTOR0805";"0805";"Resistors";"";
"R5";"10K";"RESISTOR0805";"0805";"Resistors";"";
"R6";"10K";"RESISTOR0805";"0805";"Resistors";"";
"R7";"10K";"RESISTOR0805";"0805";"Resistors";"";
"R8";"10K";"RESISTOR0805";"0805";"Resistors";"";
"R9";"10K";"RESISTOR0805";"0805";"Resistors";"";
"R10";"220";"RESISTOR0805";"0805";"Resistors";"";
"R11";"220";"RESISTOR0805";"0805";"Resistors";"";
"R12";"220";"RESISTOR0805";"0805";"Resistors";"";
"R13";"220";"RESISTOR0805";"0805";"Resistors";"";
"R14";"220";"RESISTOR0805";"0805";"Resistors";"";
"R15";"220";"RESISTOR0805";"0805";"Resistors";"";
"R16";"220";"RESISTOR0805";"0805";"Resistors";"";
"R17";"220";"RESISTOR0805";"0805";"Resistors";"";
"R18";"220";"RESISTOR0805";"0805";"Resistors";"";
"R19";"220";"RESISTOR0805";"0805";"Resistors";"";
"R20";"220";"RESISTOR0805";"0805";"Resistors";"";
"R21";"220";"RESISTOR0805";"0805";"Resistors";"";
"R22";"220";"RESISTOR0805";"0805";"Resistors";"";
"R23";"220";"RESISTOR0805";"0805";"Resistors";"";
"R24";"220";"RESISTOR0805";"0805";"Resistors";"";
"R25";"220";"RESISTOR0805";"0805";"Resistors";"";
"R26";"220";"RESISTOR0805";"0805";"Resistors";"";
"SJ_A0";"";"SOLDERJUMPERREFLOW_NOPASTE";"SOLDERJUMPER_REFLOW_NOPASTE";"SMD Solder JUMPER";"";
"SJ_A1";"";"SOLDERJUMPERREFLOW_NOPASTE";"SOLDERJUMPER_REFLOW_NOPASTE";"SMD Solder JUMPER";"";
"SJ_A2";"";"SOLDERJUMPERREFLOW_NOPASTE";"SOLDERJUMPER_REFLOW_NOPASTE";"SMD Solder JUMPER";"";
"SJ_A3";"";"SOLDERJUMPERREFLOW_NOPASTE";"SOLDERJUMPER_REFLOW_NOPASTE";"SMD Solder JUMPER";"";
"SJ_A4";"";"SOLDERJUMPERREFLOW_NOPASTE";"SOLDERJUMPER_REFLOW_NOPASTE";"SMD Solder JUMPER";"";
"SJ_A5";"";"SOLDERJUMPERREFLOW_NOPASTE";"SOLDERJUMPER_REFLOW_NOPASTE";"SMD Solder JUMPER";"";
"U$47";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"";
"U$48";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"";
"U$49";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"";
"U$50";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"";
"U1";"PCA9685";"PCA9685";"TSSOP28";"PCA9685 - 16 Channel 12-Bit I2C PWM Controller";"";
