"Part";"Value";"Device";"Package";"Description";"PROD_ID";"VALUE";
"C1";"1.0uF";"1.0UF-16V-10%(0603)";"0603-CAP";"CAP-00868";"CAP-00868";"1.0uF";
"C2";"1.0uF";"1.0UF-16V-10%(0603)";"0603-CAP";"CAP-00868";"CAP-00868";"1.0uF";
"C3";"1.0uF";"1.0UF-16V-10%(0603)";"0603-CAP";"CAP-00868";"CAP-00868";"1.0uF";
"C4";"2.2uF";"2.2UF-10V-20%(0603)";"0603-CAP";"CAP-07888";"CAP-07888";"2.2uF";
"C5";"470pF";"470PF-50V-5%(0603)SMD";"0603-CAP";"CAP-07884";"CAP-07884";"470pF";
"C6";"470pF";"470PF-50V-5%(0603)SMD";"0603-CAP";"CAP-07884";"CAP-07884";"470pF";
"C7";"2.2uF";"2.2UF-10V-20%(0603)";"0603-CAP";"CAP-07888";"CAP-07888";"2.2uF";
"C8";"10uF";"10UF-16V-10%(TANT)";"EIA3216";"CAP-00811";"CAP-00811";"10uF";
"D1";"Green";"LED-GREEN1206-BOTTOM";"LED-1206-BOTTOM";"Various green LEDs";"DIO-11076";"Green";
"D2";"Green";"LED-GREEN1206-BOTTOM";"LED-1206-BOTTOM";"Various green LEDs";"DIO-11076";"Green";
"D3";"Green";"LED-GREEN1206-BOTTOM";"LED-1206-BOTTOM";"Various green LEDs";"DIO-11076";"Green";
"D4";"Green";"LED-GREEN1206-BOTTOM";"LED-1206-BOTTOM";"Various green LEDs";"DIO-11076";"Green";
"D5";"Green";"LED-GREEN1206-BOTTOM";"LED-1206-BOTTOM";"Various green LEDs";"DIO-11076";"Green";
"D6";"Green";"LED-GREEN1206-BOTTOM";"LED-1206-BOTTOM";"Various green LEDs";"DIO-11076";"Green";
"D7";"Green";"LED-GREEN1206-BOTTOM";"LED-1206-BOTTOM";"Various green LEDs";"DIO-11076";"Green";
"D8";"Green";"LED-GREEN1206-BOTTOM";"LED-1206-BOTTOM";"Various green LEDs";"DIO-11076";"Green";
"D9";"Green";"LED-GREEN1206-BOTTOM";"LED-1206-BOTTOM";"Various green LEDs";"DIO-11076";"Green";
"FID1";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";"";
"FID2";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";"";
"FRAME2";"FRAME-LEDGER";"FRAME-LEDGER";"CREATIVE_COMMONS";"Schematic Frame";"";"";
"JP1";"FEMALE 2x3";"M03X2FEMALE";"2X3";"2x3 .1" header.";"CONN-11566";"FEMALE 2x3";
"JP2";"INT";"M01PTH";"1X01";"Header 1";"";"";
"LOGO1";"SFE_LOGO_NAME_FLAME.2_INCH";"SFE_LOGO_NAME_FLAME.2_INCH";"SFE_LOGO_NAME_FLAME_.2";"SFE Logo, name and flame";"";"";
"LOGO2";"SFE_LOGO_NAME.2_INCH";"SFE_LOGO_NAME.2_INCH";"SFE_LOGO_NAME_.2";"SFE Logo, name only";"";"";
"LOGO5";"SFE_LOGO_FLAME.3_INCH";"SFE_LOGO_FLAME.3_INCH";"SFE_LOGO_FLAME_.3";"SFE Logo, flame only";"";"";
"LOGO6";"OSHW-LOGOS";"OSHW-LOGOS";"OSHW-LOGO-S";"Open Source Hardware Logo";"";"";
