"Part";"Value";"Device";"Package";"Description";"";
"C1";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C2";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";
"C3";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C4";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";
"C5";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"J1";"AVR_SPI_PRG_6PTH";"AVR_SPI_PRG_6PTH";"2X3";"AVR ISP 6 Pin";"";
"JP1";"FTDI";"M06SIP";"1X06";"Header 6";"";
"JP2";"PORTC";"M08";"1X08";"Header 8";"";
"JP3";"FIDUCIAL1X2.5";"FIDUCIAL1X2.5";"FIDUCIAL-1X2.5";"Fiducial Alignment Points";"";
"JP4";"LOGO-SFESK";"LOGO-SFESK";"SFE-LOGO-FLAME";"Spark Fun Electronics PCB Logo";"";
"JP5";"FIDUCIAL1X2.5";"FIDUCIAL1X2.5";"FIDUCIAL-1X2.5";"Fiducial Alignment Points";"";
"LED1";"red";"LED0603";"LED-0603";"LEDs";"";
"LED2";"green";"LED0603";"LED-0603";"LEDs";"";
"R1";"10k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R2";"10k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R3";"330";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R4";"330";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R5";"10k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"S1";"Reset";"TAC_SWITCHSMD";"TACTILE_SWITCH_SMD";"Momentary Switch";"";
"U$1";"OSHW-LOGOS";"OSHW-LOGOS";"OSHW-LOGO-S";"Open Source Hardware Logo This logo indicates the piece of hardware it is found on incorporates a OSHW license and/or adheres to the definition of open source hardware found here: http://freedomdefined.org/OSHW";"";
"U1";"MLX90614_";"MLX90614_";"TO-39";"Melexis IR Thermometer";"";
"U2";"ATMEGA328";"ATMEGA168";"TQFP32-08";"";"";
"U3";"3.3V_REG";"V_REG_LDOSMD";"SOT23-5";"Voltage Regulator LDO";"";
