"Part";"Value";"Device";"Package";"Description";"BOM";
"C1";"0.1uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C2";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C3";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C4";"0.1uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C5";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"IC1";"APA2112-3.3";"LP298XS";"SOT23-5L";"";"";
"IC2";"74LVC245";"74ACT245DW";"SO20W";"Octal BUS TRANSCEIVER, 3-state";"";
"IC3";"74LVC245";"74ACT245DW";"SO20W";"Octal BUS TRANSCEIVER, 3-state";"";
"IC4";"APX803-SAG";"AXP083-SAG";"SOT23";"";"";
"JP1";"";"HEADER-1X20ROUND";"1X20_ROUND";"";"";
"JP2";"";"HEADER-1X20ROUND";"1X20_ROUND";"";"";
"Q1";"MMBT2222";"MMBT2222ALT1-NPN-SOT23-BEC";"SOT23-BEC";"NPN Transistror";"";
"R1";"10";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R2";"10";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R3";"10";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R4";"10";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R5";"1K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R6";"10K";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"R7";"1K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R8";"10K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R9";"10K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R10";"10K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R11";"10K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R12";"10K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R13";"10";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R14";"10";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"SJ1";"";"SOLDERJUMPER";"SOLDERJUMPER_ARROW_NOPASTE";"SMD Solder JUMPER";"EXCLUDE";
"SJ2";"";"SOLDERJUMPER";"SOLDERJUMPER_ARROW_NOPASTE";"SMD Solder JUMPER";"EXCLUDE";
"SJ3";"";"SOLDERJUMPER";"SOLDERJUMPER_ARROW_NOPASTE";"SMD Solder JUMPER";"EXCLUDE";
"SJ4";"";"SOLDERJUMPER";"SOLDERJUMPER_ARROW_NOPASTE";"SMD Solder JUMPER";"EXCLUDE";
"U$7";"MOUNTINGHOLE3.0THIN";"MOUNTINGHOLE3.0THIN";"MOUNTINGHOLE_3.0_PLATEDTHIN";"Mounting Hole";"EXCLUDE";
"U$9";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"U$11";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"U$15";"MOUNTINGHOLE3.0THIN";"MOUNTINGHOLE3.0THIN";"MOUNTINGHOLE_3.0_PLATEDTHIN";"Mounting Hole";"EXCLUDE";
"U$16";"MOUNTINGHOLE3.0THIN";"MOUNTINGHOLE3.0THIN";"MOUNTINGHOLE_3.0_PLATEDTHIN";"Mounting Hole";"EXCLUDE";
"U$17";"MOUNTINGHOLE3.0THIN";"MOUNTINGHOLE3.0THIN";"MOUNTINGHOLE_3.0_PLATEDTHIN";"Mounting Hole";"EXCLUDE";
"U$23";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"U$24";"DISP_LCD_6LED_240X320_50PIN";"DISP_LCD_6LED_240X320_50PIN";"TFT_3.2IN_240X320_50PIN";"";"";
"X1";"";"MICROSD";"MICROSD";"MicroSD/Transflash Card Holder with SPI pinout";"";
