"Part";"Value";"Device";"Package";"Description";"";
"C1";"1.0uF";"C-USC0805";"C0805";"CAPACITOR, American symbol";"";
"C2";"1.0uF";"C-USC0805";"C0805";"CAPACITOR, American symbol";"";
"D1";"1N4148";"DIODESOD-323F";"SOD-323F";"Diode";"";
"JP2";"Breakout";"HEADER-1X7THICKER";"1X07_ROUND_76";"PIN HEADER";"";
"Q1";"BSS138";"MOSFET-NREFLOW";"SOT23";"N-Channel Mosfet";"";
"Q2";"BSS138";"MOSFET-NREFLOW";"SOT23";"N-Channel Mosfet";"";
"R1";"10K";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"R2";"10K";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"R3";"10K";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"R4";"10K";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"U$1";"FIDUCIAL";"FIDUCIAL";"FIDUCIAL_1MM";"For use by pick and place machines to calibrate the vision/machine, 1mm";"";
"U$7";"MOUNTINGHOLE2.0";"MOUNTINGHOLE2.0";"MOUNTINGHOLE_2.0_PLATED";"Mounting Hole";"";
"U$8";"MOUNTINGHOLE2.0";"MOUNTINGHOLE2.0";"MOUNTINGHOLE_2.0_PLATED";"Mounting Hole";"";
"U$15";"FIDUCIAL";"FIDUCIAL";"FIDUCIAL_1MM";"For use by pick and place machines to calibrate the vision/machine, 1mm";"";
"U1";"BMP085";"BMP085";"BMP085";"BMP085 Digital Pressure Sensor";"";
"U2";"RT9193-33GB";"VREG_SOT23-5";"SOT23-5";"SOT23-5 Fixed Voltage Regulators";"";
