"Part";"Value";"Device";"Package";"Description";"PROD_ID";"VALUE";
"C1";"1.0uF";"1.0UF-16V-10%(0402)";"0402-CAP";"";"CAP-12417";"1.0uF";
"C3";"1.0uF";"1.0UF-16V-10%(0402)";"0402-CAP";"";"CAP-12417";"1.0uF";
"FID1";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"FID2";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";
"FRAME2";"FRAME-LETTER";"FRAME-LETTER";"CREATIVE_COMMONS";"Schematic Frame";"";"";
"I2C";"JUMPER-PAD-3-NC_BY_PASTE";"JUMPER-PAD-3-NC_BY_PASTE";"PAD-JUMPER-3-NC_BY_PASTE_YES_SILK_FULL_BOX";"";"";"";
"JP1";"";"M06SILK_FEMALE_PTH";"1X06";"Header 6";"CONN-08437";"";
"JP2";"";"M02PTH";"1X02";"Standard 2-pin 0.1" header. Use with";"";"";
"LOGO2";"OSHW-LOGOS";"OSHW-LOGOS";"OSHW-LOGO-S";"Open Source Hardware Logo";"";"";
"LOGO4";"SFE_LOGO_NAME_FLAME.1_INCH";"SFE_LOGO_NAME_FLAME.1_INCH";"SFE_LOGO_NAME_FLAME_.1";"SFE Logo, name and flame";"";"";
"R1";"2.2k";"2.2KOHM-1/10W-1%(0603)";"0603-RES";"RES-08272";"RES-08272";"2.2k";
"R2";"2.2k";"2.2KOHM-1/10W-1%(0603)";"0603-RES";"RES-08272";"RES-08272";"2.2k";
"STANDOFF1";"STAND-OFF";"STAND-OFF";"STAND-OFF";"#4 Stand Off";"";"";
"STANDOFF4";"STAND-OFF";"STAND-OFF";"STAND-OFF";"#4 Stand Off";"";"";
"U1";"DRV2605L";"DRV2605L";"VSSOP-10";"";"IC-13504";"";
