"Part";"Value";"Device";"Package";"Description";"PROD_ID";"VALUE";
"C1";"10uF";"10UF-6.3V-20%(0603)";"0603-CAP";"CAP-11015";"CAP-11015";"10uF";
"C2";"0.1uF";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"CAP-00810";"CAP-00810";"0.1uF";
"C3";"0.1uF";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"CAP-00810";"CAP-00810";"0.1uF";
"C4";"10nF";"10NF/10000PF-50V-10%(0603)";"0603-CAP";"CAP-00867";"CAP-00867";"10nF";
"C5";"0.1uF";"0.1UF-25V(+80/-20%)(0603)";"0603-CAP";"CAP-00810";"CAP-00810";"0.1uF";
"FD3";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";"";
"FD4";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";"";
"FRAME1";"FRAME-LETTER";"FRAME-LETTER";"CREATIVE_COMMONS";"Schematic Frame";"";"";
"H1";"STAND-OFF";"STAND-OFF";"STAND-OFF";"#4 Stand Off";"";"";
"J2";"";"M04NO_SILK_ALL_ROUND";"1X04_NO_SILK_ALL_ROUND";"Header 4";"CONN-09696";"";
"JP1";"";"JUMPER-PAD-3-NC_BY_TRACE";"PAD-JUMPER-3-3OF3_NC_BY_TRACE_YES_SILK_FULL_BOX";"";"";"";
"JP2";"";"JUMPER-PAD-3-2OF3_NC_BY_TRACE_SMALL";"PAD-JUMPER-3-2OF3_NC_BY_TRACE_YES_SILK_FULL_BOX";"";"";"";
"JP3";"";"JUMPER-PAD-3-2OF3_NC_BY_TRACE_SMALL";"PAD-JUMPER-3-2OF3_NC_BY_TRACE_YES_SILK_FULL_BOX";"";"";"";
"LOGO1";"SFE_LOGO_FLAME.1_INCH";"SFE_LOGO_FLAME.1_INCH";"SFE_LOGO_FLAME_.1";"SFE Logo, flame only";"";"";
"LOGO3";"OSHW-LOGOMINI";"OSHW-LOGOMINI";"OSHW-LOGO-MINI";"Open Source Hardware Logo";"";"";
"R1";"4.7K";"4.7KOHM-1/10W-1%(0603)";"0603-RES";"RES-07857";"RES-07857";"4.7K";
"R2";"4.7K";"4.7KOHM-1/10W-1%(0603)";"0603-RES";"RES-07857";"RES-07857";"4.7K";
"U1";"LSM9DS1";"LSM9DS1";"LGA24-8X4";"LSM9DS1 3D accelerometer, gyroscope & magnetometer";"IC-12536";"";
