"Part";"Value";"Device";"Package";"Description";"";
"3.3VTAP";"SEWTAP-2.0IN";"SEWTAP-2.0IN";"SEWINGTAP_2.0";"";"";
"3V3TAP2";"SEWTAP-2.0IN";"SEWTAP-2.0IN";"SEWINGTAP_2.0";"";"";
"BATT";"3-9VDC";"JST_2PIN-SMT-RA";"JST-PH-2-SMT-RA";"JST 2-Pin Connectors of various flavors";"";
"BOOT";"SPST_TACT-KMR2";"SPST_TACT-KMR2";"KMR2";"SMT 6mm switch, EVQQ2 series";"";
"C2";"18pF";"C-USC0805K";"C0805K";"CAPACITOR, American symbol";"";
"C3";"18pF";"C-USC0805K";"C0805K";"CAPACITOR, American symbol";"";
"C4";"10uF";"C-USC0805K";"C0805K";"CAPACITOR, American symbol";"";
"C5";"10uF";"C-USC0805K";"C0805K";"CAPACITOR, American symbol";"";
"C6";"10uF";"C-USC0805K";"C0805K";"CAPACITOR, American symbol";"";
"C7";"10uF";"C-USC0805K";"C0805K";"CAPACITOR, American symbol";"";
"C8";"10uF";"C-USC0805K";"C0805K";"CAPACITOR, American symbol";"";
"C9";"10uF";"C-USC0805K";"C0805K";"CAPACITOR, American symbol";"";
"CN1";"MiniB USB";"USBMINIBLARGE";"USB-MINIB_LARGER";"USB Connectors";"";
"D1";"SCHOTTKY";"DIODESOD-123";"SOD-123";"Diode";"";
"D2";"SCHOTTKY";"DIODESOD-123";"SOD-123";"Diode";"";
"D6";"SEWTAP-2.0IN";"SEWTAP-2.0IN";"SEWINGTAP_2.0";"";"";
"GND3TAP";"SEWTAP-2.0IN";"SEWTAP-2.0IN";"SEWINGTAP_2.0";"";"";
"GNDTAP";"SEWTAP-2.0IN";"SEWTAP-2.0IN";"SEWINGTAP_2.0";"";"";
"GNDTAP2";"SEWTAP-2.0IN";"SEWTAP-2.0IN";"SEWINGTAP_2.0";"";"";
"IC1";"ATMEGA32U4-AU";"ATMEGA32U4-AU";"TQFP44";"";"";
"IC2";"LP2985-3.3v";"LP298XS";"SOT23-5L";"";"";
"IO9";"SEWTAP-2.0IN";"SEWTAP-2.0IN";"SEWINGTAP_2.0";"";"";
"IO10";"SEWTAP-2.0IN";"SEWTAP-2.0IN";"SEWINGTAP_2.0";"";"";
"IO12";"SEWTAP-2.0IN";"SEWTAP-2.0IN";"SEWINGTAP_2.0";"";"";
"JP1";"ICSP";"PINHD-2X3";"2X03";"PIN HEADER";"";
"L";"RED";"LEDCHIPLED_0805";"CHIPLED_0805";"LED";"";
"L1";"500mA";"PTCFUSE-1206";"R1206";"PTC fuses, resettable thermistors";"";
"ON/OFF";"EG1390";"DPDT-EG1390";"EG1390";"";"";
"PWR";"GREEN";"LEDCHIPLED_0805";"CHIPLED_0805";"LED";"";
"R1";"22";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"R2";"22";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"R3";"470";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"R4";"1K";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"R5";"1K";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"R6";"1K";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"R7";"10K";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"R8";"150K";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"R9";"10K";"R-US_R0805";"R0805";"RESISTOR, American symbol";"";
"RX";"SEWTAP-2.0IN";"SEWTAP-2.0IN";"SEWINGTAP_2.0";"";"";
"RXLED";"YELLOW";"LEDCHIPLED_0805";"CHIPLED_0805";"LED";"";
"SCL";"SEWTAP-2.0IN";"SEWTAP-2.0IN";"SEWINGTAP_2.0";"";"";
"SDA";"SEWTAP-2.0IN";"SEWTAP-2.0IN";"SEWINGTAP_2.0";"";"";
"T1";"IRLML2246";"PMOSSOT23";"SOT-23";"MOS FET";"";
"TX";"SEWTAP-2.0IN";"SEWTAP-2.0IN";"SEWINGTAP_2.0";"";"";
"TXLED";"YELLOW";"LEDCHIPLED_0805";"CHIPLED_0805";"LED";"";
"U$2";"FIDUCIAL";"FIDUCIAL";"FIDUCIAL_1MM";"For use by pick and place machines to calibrate the vision/machine, 1mm";"";
"U$6";"FIDUCIAL";"FIDUCIAL";"FIDUCIAL_1MM";"For use by pick and place machines to calibrate the vision/machine, 1mm";"";
"VCC2";"SEWTAP-2.0IN";"SEWTAP-2.0IN";"SEWINGTAP_2.0";"";"";
"X3";"8MHz";"XTALNX5032";"NX5032";"";"";
