"Part";"Value";"Device";"Package";"Description";"";
"C1";"1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C2";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";
"JP1";"";"M06SIP";"1X06";"Header 6";"";
"JP2";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"JP3";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"JP4";"LOGO-SFESK";"LOGO-SFESK";"SFE-LOGO-FLAME";"Spark Fun Electronics PCB Logo";"";
"JP5";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";
"JP6";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";
"U$1";"OSHW-LOGOS";"OSHW-LOGOS";"OSHW-LOGO-S";"Open Source Hardware Logo This logo indicates the piece of hardware it is found on incorporates a OSHW license and/or adheres to the definition of open source hardware found here: http://freedomdefined.org/OSHW";"";
"U1";"GP-2106";"GP-2106";"GP-2106";"GP-2106 GPS SiRF IV";"";
