"Part";"Value";"Device";"Package";"Description";"BOM";
"D1";"1N4148";"DIODESOD-323";"SOD-323";"Diode";"";
"D2";"red";"LED0805_NOOUTLINE";"CHIPLED_0805_NOOUTLINE";"LED";"";
"D6";"1N4148";"DIODESOD-323";"SOD-323";"Diode";"";
"FID1";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID2";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"MB2";"MICROBIT_5PIN";"MICROBIT_5PIN";"MICROBIT_5SMTNUT";"";"";
"Q1";"BSS138";"MOSFET-NWIDE";"SOT23-WIDE";"N-Channel Mosfet";"";
"Q2";"BSS138";"MOSFET-NWIDE";"SOT23-WIDE";"N-Channel Mosfet";"";
"R1";"10K";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R2";"1K";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R12";"10K";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"SP1";"SPEAKER_7.5MM";"SPEAKER_7.5MM";"BUZZER_SMT_7.5MM";"SPEAKER Source: BuerklinAdded PS12 (for part # PS1240 piezo) http://www.ladyada.net/library/pcb/eaglelibrary.html";"";
"TP1";"SEWTAPPCB_ALLIGATOR";"SEWTAPPCB_ALLIGATOR";"PCB_ALLI";"";"";
"TP2";"SEWTAPPCB_ALLIGATOR";"SEWTAPPCB_ALLIGATOR";"PCB_ALLI";"";"";
"TP3";"SEWTAPPCB_ALLIGATOR";"SEWTAPPCB_ALLIGATOR";"PCB_ALLI";"";"";
"X1";"2060-402/998-404";"2060-402/998-404";"P-2060-402/998-404";"Serie 2060,  SMD-Leiterplattenklemme mit Betätigungsdrückern im Gurt 2-polig / Series 2060,  SMD terminal block with push-buttons in tape-and-reel packing 2-polePolzahl / Pole No.: 2 Rastermaß / Pitch: 4  mmBemessungsspannung / Rated Voltage: 160 VNennstrom / Nominal Current: 9 ALeiterquerschnitt / Conductor Size: 0.2 - 0.75 mm2Anschlusstechnik / Connection Technology: CAGE CLAMP® S Leitereinführung (zur Platine) / Conductor entry angle (to PCB): 0 °Farbe / Color: lichtgrau / light gray Stand: 01.01.2014. Die jeweils aktuellen Daten zu diesem Artikel finden Sie in unserem Produktkatalog, den Sie unter www.wago.com einsehen können.  As of: 01/01/2014. Please find the newest data for this article in our product catalogue, which can be viewed under www.wago.com.";"";
