"Part";"Value";"Device";"Package";"Description";"BOM";
"C1";"10u";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C2";"10u";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C3";"10u";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C4";"10u";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C7";"1uF";"CAP_CERAMIC0603_NO";"0603-NO";"Ceramic Capacitors";"";
"C8";"10µF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"D1";"1N4148";"DIODESOD-323";"SOD-323";"Diode";"";
"D2";"1N4148";"DIODESOD-323";"SOD-323";"Diode";"";
"D3";"1N4148";"DIODESOD-323";"SOD-323";"Diode";"";
"D4";"1N4148";"DIODESOD-323";"SOD-323";"Diode";"";
"D5";"1N4148";"DIODESOD-323";"SOD-323";"Diode";"";
"D6";"1N4148";"DIODESOD-323";"SOD-323";"Diode";"";
"D7";"1N4148";"DIODESOD-323";"SOD-323";"Diode";"";
"D8";"1N4148";"DIODESOD-323";"SOD-323";"Diode";"";
"D9";"1N4148";"DIODESOD-323";"SOD-323";"Diode";"";
"D10";"1N4148";"DIODESOD-323";"SOD-323";"Diode";"";
"D11";"1N4148";"DIODESOD-323";"SOD-323";"Diode";"";
"D12";"1N4148";"DIODESOD-323";"SOD-323";"Diode";"";
"D13";"1N4148";"DIODESOD-323";"SOD-323";"Diode";"";
"D14";"1N4148";"DIODESOD-323";"SOD-323";"Diode";"";
"D15";"1N4148";"DIODESOD-323";"SOD-323";"Diode";"";
"D16";"1N4148";"DIODESOD-323";"SOD-323";"Diode";"";
"FID1";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID2";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID3";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID4";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID5";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID6";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"IC2";"ATSAMD09D14A-MU";"ATSAMD09D14A-MU";"QFN24_4MM";"";"";
"IC3";"74AHCT1G125DBV";"74AHCT1G125DBV";"SOT23-5";"Single Bus Buffer Gate with 3-State Output";"";
"JP1";"";"HEADER-1X5EDGESMT";"5P_EDGECONNECT";"PIN HEADER";"";
"JP2";"";"HEADER-1X5EDGESMT";"5P_EDGECONNECT";"PIN HEADER";"";
"JP3";"";"HEADER-1X5EDGESMT";"5P_EDGECONNECT";"PIN HEADER";"";
"JP4";"";"HEADER-1X5EDGESMT";"5P_EDGECONNECT";"PIN HEADER";"";
"LED1";"WS2812B3535";"WS2812B3535";"LED3535";"";"";
"LED2";"WS2812B3535";"WS2812B3535";"LED3535";"";"";
"LED3";"WS2812B3535";"WS2812B3535";"LED3535";"";"";
"LED4";"WS2812B3535";"WS2812B3535";"LED3535";"";"";
"LED5";"WS2812B3535";"WS2812B3535";"LED3535";"";"";
"LED6";"WS2812B3535";"WS2812B3535";"LED3535";"";"";
"LED7";"WS2812B3535";"WS2812B3535";"LED3535";"";"";
"LED8";"WS2812B3535";"WS2812B3535";"LED3535";"";"";
"LED9";"WS2812B3535";"WS2812B3535";"LED3535";"";"";
"LED10";"WS2812B3535";"WS2812B3535";"LED3535";"";"";
"LED11";"WS2812B3535";"WS2812B3535";"LED3535";"";"";
"LED12";"WS2812B3535";"WS2812B3535";"LED3535";"";"";
"LED13";"WS2812B3535";"WS2812B3535";"LED3535";"";"";
"LED14";"WS2812B3535";"WS2812B3535";"LED3535";"";"";
"LED15";"WS2812B3535";"WS2812B3535";"LED3535";"";"";
"LED16";"WS2812B3535";"WS2812B3535";"LED3535";"";"";
"Q1";"BSS138";"MOSFET-NWIDE";"SOT23-WIDE";"N-Channel Mosfet";"";
"Q2";"BSS138";"MOSFET-NWIDE";"SOT23-WIDE";"N-Channel Mosfet";"";
"R3";"10k";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R4";"10K";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R5";"10K";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R6";"10K";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R7";"10K";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R8";"10K";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"SJ1";"";"SOLDERJUMPER";"SOLDERJUMPER_ARROW_NOPASTE";"SMD Solder JUMPER";"EXCLUDE";
"SJ2";"";"SOLDERJUMPER";"SOLDERJUMPER_ARROW_NOPASTE";"SMD Solder JUMPER";"EXCLUDE";
"SJ3";"";"SOLDERJUMPER";"SOLDERJUMPER_ARROW_NOPASTE";"SMD Solder JUMPER";"EXCLUDE";
"SJ4";"";"SOLDERJUMPER_2WAY";"SOLDERJUMPER_2WAY_OPEN_NOPASTE";"2-Way Solder Jumper";"";
"SJ8";"";"SOLDERJUMPER";"SOLDERJUMPER_ARROW_NOPASTE";"SMD Solder JUMPER";"EXCLUDE";
"SJ9";"";"SOLDERJUMPER";"SOLDERJUMPER_ARROW_NOPASTE";"SMD Solder JUMPER";"EXCLUDE";
"TP1";"";"TESTPOINT";"TESTPOINT_SMT";"Test Point";"";
"TP2";"";"TESTPOINT";"TESTPOINT_SMT";"Test Point";"";
"TP3";"";"TESTPOINT";"TESTPOINT_SMT";"Test Point";"";
"TP4";"";"TESTPOINT";"TESTPOINT_SMT";"Test Point";"";
"TP5";"";"TESTPOINTROUND2MM";"TESTPOINT_ROUND_2MM";"Test Point";"";
"TP6";"";"TESTPOINTROUND2MM";"TESTPOINT_ROUND_2MM";"Test Point";"";
"TP7";"";"TESTPOINTROUND1.5MM";"TESTPOINT_ROUND_1.5MM";"Test Point";"";
