"Part";"Value";"Device";"Package";"Description";"";
"C1";"0.1uF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";
"C2";"1uF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";
"C3";"22pF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";
"C4";"22pF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";
"C5";"0.1uF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";
"C6";"1uF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";
"C7";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";
"C8";"0.1uF";"CAP0603-CAP";"0603-CAP";"Capacitor";"";
"CLICK";"";"M01ALLIGATOR-3MM";"1X01_ALLIGATOR_3MM";"Header 1";"";
"DOWN";"";"M01ALLIGATOR-3MM";"1X01_ALLIGATOR_3MM";"Header 1";"";
"F1";"500mA";"PTCSMD-W";"PTC-1206-WIDE";"Resettable Fuse PTC";"";
"JP1";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";
"JP2";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";
"JP3";"";"M06SMD-STRAIGHT-COMBO";"1X06_SMD_STRAIGHT_COMBO";"Header 6";"";
"JP5";"";"M01ALLIGATOR-3MM";"1X01_ALLIGATOR_3MM";"Header 1";"";
"JP6";"";"M01ALLIGATOR-3MM";"1X01_ALLIGATOR_3MM";"Header 1";"";
"JP7";"";"M01ALLIGATOR-3MM";"1X01_ALLIGATOR_3MM";"Header 1";"";
"JP8";"";"M01ALLIGATOR-3MM";"1X01_ALLIGATOR_3MM";"Header 1";"";
"JP9";"LOGO-SFENEW";"LOGO-SFENEW";"SFE-NEW-WEBLOGO";"Spark Fun Electronics PCB Logo";"";
"JP10";"";"M01ALLIGATOR-3MM";"1X01_ALLIGATOR_3MM";"Header 1";"";
"JP11";"";"M01ALLIGATOR-3MM";"1X01_ALLIGATOR_3MM";"Header 1";"";
"JP12";"";"M06SMD-STRAIGHT-COMBO";"1X06_SMD_STRAIGHT_COMBO";"Header 6";"";
"JP13";"";"M06SMD-STRAIGHT-COMBO";"1X06_SMD_STRAIGHT_COMBO";"Header 6";"";
"JP14";"";"M06SMD-STRAIGHT-COMBO";"1X06_SMD_STRAIGHT_COMBO";"Header 6";"";
"LED1";"GREEN";"LED1206-BOTTOM";"LED-1206-BOTTOM";"LEDs";"";
"LED2";"GREEN";"LED1206-BOTTOM";"LED-1206-BOTTOM";"LEDs";"";
"LED3";"GREEN";"LED1206-BOTTOM";"LED-1206-BOTTOM";"LEDs";"";
"LED4";"GREEN";"LED1206-BOTTOM";"LED-1206-BOTTOM";"LEDs";"";
"LED5";"GREEN";"LED1206-BOTTOM";"LED-1206-BOTTOM";"LEDs";"";
"LED6";"GREEN";"LED1206-BOTTOM";"LED-1206-BOTTOM";"LEDs";"";
"LED7";"RED";"LED0603";"LED-0603";"LEDs";"";
"LED8";"GREEN";"LED0603";"LED-0603";"LEDs";"";
"LED9";"GREEN";"LED0603";"LED-0603";"LEDs";"";
"LED10";"RED";"LED0603";"LED-0603";"LEDs";"";
"LED11";"RED";"LED0603";"LED-0603";"LEDs";"";
"LEFT";"";"M01ALLIGATOR-3MM";"1X01_ALLIGATOR_3MM";"Header 1";"";
"R1";"22";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R2";"22";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R3";"10K";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R4";"22M";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R5";"22M";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R6";"22M";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R7";"22M";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R8";"22M";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R9";"22M";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R10";"22M";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R11";"22M";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R12";"22M";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R13";"22M";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R14";"22M";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R15";"22M";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R16";"1k";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R17";"330";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R18";"330";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R19";"1k";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R20";"330";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R21";"330";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R22";"330";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R23";"1k";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R24";"22M";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R25";"22M";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R26";"22M";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R27";"22M";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R28";"22M";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R29";"22M";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"RIGHT";"";"M01ALLIGATOR-3MM";"1X01_ALLIGATOR_3MM";"Header 1";"";
"SJ1";"Pull-ups";"SOLDERJUMPER-OLDTRACE";"SJ_2S-TRACE";"Solder Jumper";"";
"SPACE";"";"M01ALLIGATOR-3MM";"1X01_ALLIGATOR_3MM";"Header 1";"";
"U$1";"OSHW-LOGOM";"OSHW-LOGOM";"OSHW-LOGO-M";"Open Source Hardware Logo This logo indicates the piece of hardware it is found on incorporates a OSHW license and/or adheres to the definition of open source hardware found here: http://freedomdefined.org/OSHW";"";
"U1";"ATMEGA32U4TQFP";"ATMEGA32U4TQFP";"TQFP44";"Atmel 44-pin 8-bit Microcontroller with 32KBytes of ISP Flash and USB Controller";"";
"UP";"";"M01ALLIGATOR-3MM";"1X01_ALLIGATOR_3MM";"Header 1";"";
"X1";"USBSMD";"USBSMD";"USB-MINIB";"USB Connectors";"";
"Y1";"16MHz";"CRYSTAL5X3";"CRYSTAL-SMD-5X3";"Crystals";"";
