"Part";"Value";"Device";"Package";"Description";"BOM";
"C1";"0.1uF";"CAP_CERAMIC0603_NO";"0603-NO";"Ceramic Capacitors";"";
"C2";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C4";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C5";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C6";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C7";"2.2uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C8";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C9";"0.1uF";"CAP_CERAMIC0603_NO";"0603-NO";"Ceramic Capacitors";"";
"CONN1";"STEMMA_I2C_QT";"STEMMA_I2C_QT";"JST_SH4";"";"";
"D4";"MBR120";"DIODESOD-123";"SOD-123";"Diode";"";
"IC1";"APX803S-29SA";"AXP083-SAG";"SOT23";"";"";
"L1";"10uH";"INDUCTOR";"INDUCTOR_1007";"Inductors";"";
"R1";"10K";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R2";"10K";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R3";"910K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R7";"100K";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R8";"10K";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"RPI1";"RASPBERRYPI_BPLUS_BONNETSMT";"RASPBERRYPI_BPLUS_BONNETSMT";"PI_BONNET_SMT";"";"";
"SJ1";"";"SOLDERJUMPER";"SOLDERJUMPER_ARROW_NOPASTE";"SMD Solder JUMPER";"EXCLUDE";
"U$33";"2.23_INCH_OLEDBOTTOM_CONTACT_24_PIN_OLED";"2.23_INCH_OLEDBOTTOM_CONTACT_24_PIN_OLED";"2.23OLED_BOTTOM_CONTACT";"";"";
"U1";"FAN5331";"VREG_FAN5331";"SOT23-5";"FAN5331 - LED/OLED 20V Boost Converter";"";
