"Part";"Value";"Device";"Package";"Description";"PROD_ID";"VALUE";
"C1";"4.7uF";"4.7UF-6.3V-10%(0603)0603";"0603-CAP";"CAP-08280";"CAP-08280";"4.7uF";
"C2";"0.22uF";"0.22UF-25V-10%(0603)";"0603-CAP";"CAP-07822";"CAP-07822";"0.22uF";
"C3";"10uF";"10UF-16V-10%(TANT)";"EIA3216";"CAP-00811";"CAP-00811";"10uF";
"C4";"1.0uF";"1.0UF-16V-10%(0603)";"0603-CAP";"CAP-00868";"CAP-00868";"1.0uF";
"FID1";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";"";
"FID2";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";"";
"FRAME1";"FRAME-LETTER";"FRAME-LETTER";"CREATIVE_COMMONS";"Schematic Frame";"";"";
"JP1";"M13";"M13";"1X13";"13-pin single row .1" header";"";"";
"LOGO1";"OSHW-LOGOS";"OSHW-LOGOS";"OSHW-LOGO-S";"Open Source Hardware Logo This logo indicates the piece of hardware it is found on incorporates a OSHW license and/or adheres to the definition of open source hardware found here: http://freedomdefined.org/OSHW";"";"";
"LOGO2";"SFE_LOGO_FLAME.1_INCH";"SFE_LOGO_FLAME.1_INCH";"SFE_LOGO_FLAME_.1";"SFE Logo, flame only";"";"";
"LOGO3";"SFE_LOGO_FLAME.1_INCH";"SFE_LOGO_FLAME.1_INCH";"SFE_LOGO_FLAME_.1";"SFE Logo, flame only";"";"";
"R1";"10k";"10K-1%RES-00824";"0603-RES";"10k-ohm SMT";"RES-00824";"10k";
"R2";"10k";"10K-1%RES-00824";"0603-RES";"10k-ohm SMT";"RES-00824";"10k";
"R3";"10k";"10K-1%RES-00824";"0603-RES";"10k-ohm SMT";"RES-00824";"10k";
"R4";"10k";"10K-1%RES-00824";"0603-RES";"10k-ohm SMT";"RES-00824";"10k";
"R5";"10k";"10K-1%RES-00824";"0603-RES";"10k-ohm SMT";"RES-00824";"10k";
"R6";"10k";"10K-1%RES-00824";"0603-RES";"10k-ohm SMT";"RES-00824";"10k";
"SJ1";"";"SOLDERJUMPER_2WAYS";"SJ_3";"Solder Jumper";"";"";
"SJ2";"";"SOLDERJUMPER_2WAYS";"SJ_3";"Solder Jumper";"";"";
"SJ3";"";"SOLDERJUMPER_2WAYS";"SJ_3";"Solder Jumper";"";"";
"STANDOFF1";"STAND-OFF";"STAND-OFF";"STAND-OFF";"#4 Stand Off";"";"";
"STANDOFF2";"STAND-OFF";"STAND-OFF";"STAND-OFF";"#4 Stand Off";"";"";
"U1";"LSM9DS0";"LSM9DS0";"LGA-24";"LSM9DS0 3D Accelerometer, 3D Gyroscope, 3D Magnetomter";"";"";
