"Part";"Value";"Device";"Package";"Description";"BOM";
"C2";"10µF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C3";"10µF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"FID1";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID2";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"J1";"VMOTORIN";"TERMBLOCK_1X2";"TERMBLOCK_1X2-3.5MM";"3.5mm Terminal block";"";
"JP1";"";"HEADER-1X10THICKER";"1X10_ROUND_76";"PIN HEADER";"";
"JP3";"";"PINHD-1X6CB";"1X06-CLEANBIG";"PIN HEADER";"";
"Q1";"DMG3415";"MOSFET-PWIDE";"SOT23-WIDE";"P-Channel Mosfet";"";
"R1";"10K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"U$13";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"EXCLUDE";
"U$14";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"EXCLUDE";
"U1";"TB6612 SSOP";"TB6612FNGSSOP";"SSOP24";"TB6612FNG Dual H-Bridge Motor Driver";"";
