"Part";"Value";"Device";"Package";"Description";"";
"C1";"1uF";"CAP1206";"1206";"Capacitor";"";
"C2";"10uF";"CAP1206";"1206";"Capacitor";"";
"C3";"1uF";"CAP1206";"1206";"Capacitor";"";
"C4";"1uF";"CAP1206";"1206";"Capacitor";"";
"JP1";"POWER";"M03PTH";"1X03";"Header 3";"";
"JP2";"IN";"M02PTH";"1X02";"Header 2";"";
"JP3";"OUT";"M02PTH";"1X02";"Header 2";"";
"JP4";"VOLUME";"M03PTH";"1X03";"Header 3";"";
"JP5";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";
"JP6";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";
"LED1";"";"LED0603";"LED-0603";"LEDs";"";
"LOGO1";"LOGO-SFENW2";"LOGO-SFENW2";"SFE-NEW-WEB";"Spark Fun Electronics PCB Logo";"";
"LOGO2";"LOGO-SFESK";"LOGO-SFESK";"SFE-LOGO-FLAME";"Spark Fun Electronics PCB Logo";"";
"Q1";"MMBT2222A";"TRANSISTOR_NPNSOT23-3";"SOT23-3";"Transistor NPN";"";
"R1";"150K";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R1A";"DNP";"RESISTORAXIAL-0.3";"AXIAL-0.3";"Resistor";"";
"R2";"150K";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R2A";"DNP";"RESISTORAXIAL-0.3";"AXIAL-0.3";"Resistor";"";
"R3";"10K";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R4";"330";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R5";"10K";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"SJ1";"";"SOLDERJUMPERNC2";"SJ_2S-NOTRACE";"Solder Jumper";"";
"U$1";"CREATIVE_COMMONS";"CREATIVE_COMMONS";"CREATIVE_COMMONS";"";"";
"U$2";"OSHW-LOGOS";"OSHW-LOGOS";"OSHW-LOGO-S";"Open Source Hardware Logo This logo indicates the piece of hardware it is found on incorporates a OSHW license and/or adheres to the definition of open source hardware found here: http://freedomdefined.org/OSHW";"";
"U1";"TPA2005D1DRB";"TPA2005D1DRB";"QFN-8_PAD";"1.4W MONO CLASS-D AUDIO POWER AMPLIFIER";"";
