"Part";"Value";"Device";"Package";"Description";"BOM";
"C2";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C3";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C4";"0.1uF";"CAP_CERAMIC0603_NO";"0603-NO";"Ceramic Capacitors";"";
"C8";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C9";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C10";"1uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"CONN3";"STEMMA_I2C_QT";"STEMMA_I2C_QT";"JST_SH4";"";"";
"CONN4";"STEMMA_I2C_QT";"STEMMA_I2C_QT";"JST_SH4";"";"";
"D2";"GREEN";"LED0603_NOOUTLINE";"CHIPLED_0603_NOOUTLINE";"LED";"";
"FID1";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID2";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID3";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID4";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"IC1";"AP3602";"AP3602";"SOT23-6";"";"";
"IC2";"ATTINY8X7-MU";"ATTINY8X7-MU";"QFN24_4MM";"";"";
"JP1";"";"HEADER-1X670MIL";"1X06_ROUND_70";"PIN HEADER";"";
"JP5";"";"HEADER-1X670MIL";"1X06_ROUND_70";"PIN HEADER";"";
"Q1";"BSS138";"MOSFET-N_DUAL";"SOT363";"Dual N-Channel MOSFET";"";
"Q3";"BSS138";"MOSFET-N_DUAL";"SOT363";"Dual N-Channel MOSFET";"";
"R1";"10K";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R2";"100";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R3";"10K";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R4";"100";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R5";"100";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R6";"100";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R7";"10K";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R8";"10K";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R9";"10K";"RESISTOR_4PACK";"RESPACK_4X0603";"Resistor Packs (4 resistors)";"";
