"Part";"Value";"Device";"Package";"Description";"BOM";
"C1";"10µF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"CONN1";"HEADER-1X25";"HEADER-1X25";"1X25_ROUND_70MIL";"";"";
"FID1";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID2";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"JP1";"";"HEADER-1X11";"1X11_ROUND";"";"";
"JP2";"";"HEADER-1X11";"1X11_ROUND";"";"";
"JP3";"";"HEADER-1X11";"1X11_ROUND";"";"";
"JP4";"";"HEADER-1X11";"1X11_ROUND";"";"";
"JP5";"";"HEADER-1X376MIL";"1X03_ROUND_76";"PIN HEADER";"";
"JP6";"";"HEADER-1X376MIL";"1X03_ROUND_76";"PIN HEADER";"";
"JP7";"";"HEADER-1X376MIL";"1X03_ROUND_76";"PIN HEADER";"";
"JP8";"";"HEADER-1X4ROUND";"1X04_ROUND";"PIN HEADER";"";
"JP9";"";"HEADER-1X4ROUND";"1X04_ROUND";"PIN HEADER";"";
"JP10";"";"HEADER-1X4ROUND";"1X04_ROUND";"PIN HEADER";"";
"R4";"10K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"RPI1";"RASPBERRYPI_BPLUS_PHAT";"RASPBERRYPI_BPLUS_PHAT";"PI_BONNET";"";"";
"U1";"ADS1015IDGST";"ADC_ADS1015";"MSOP10";"ADS1015 - 12-bit 4-Channel I2C ADC with Internal PGA";"";
