"Part";"Value";"Device";"Package";"Description";"BOM";
"C1";"10uF/16V X5R";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C2";"10uF/16V X5R";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C3";"0.1uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C4";"10pF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C5";"22uF/10V X5R";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C6";"22uF/10V X5R";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C7";"22uF/10V X5R";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C8";"1uF/10V X5R";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"CN1";"USBA_FEMALE";"USB_TYPEAPTHFML";"USB_HOST-PTH";"USB - Type A Connectors";"";
"D1";"GREEN";"LED0805_NOOUTLINE";"CHIPLED_0805_NOOUTLINE";"LED";"";
"FID1";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID2";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"JP1";"";"HEADER-1X770MIL";"1X07_ROUND_70";"PIN HEADER";"";
"L1";"NRS5030T1R0NMGJ ";"INDUCTORTDK_VLC5045";"INDUCTOR_5X5MM_TDK_VLC5045";"Inductors";"";
"Q1";"BSS138";"MOSFET-NWIDE";"SOT23-WIDE";"N-Channel Mosfet";"";
"R1";"1M";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R2";"105K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R3";"1M";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R4";"1K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R5";"105K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R6";"105K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R9";"75K 1%";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R10";"49.9K 1%";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R11";"75K 1%";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R12";"49.9K 1%";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"U$15";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"EXCLUDE";
"U$17";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"EXCLUDE";
"U1";"TPS63060";"VREG_TPS63060/1";"PWSON-N10";"TPS63060/63061 2A Boost/Buck Switch Converter";"";
"X1";"";"TERMBLOCK_1X2";"TERMBLOCK_1X2-3.5MM";"3.5mm Terminal block";"";
"X2";"";"TERMBLOCK_1X2";"TERMBLOCK_1X2-3.5MM";"3.5mm Terminal block";"";
