"Part";"Value";"Device";"Package";"Description";"";
"C1";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";
"C2";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";
"C3";"1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C4";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C5";"1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C6";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";
"C7";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C8";"1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C9";"470nF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C10";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C11";"470nF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C12";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";
"C13";"1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C14";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";
"C15";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C16";"470nF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"JP2";"";"M05PTH";"1X05";"Header 5";"";
"JP8";"";"M06SIP";"1X06";"Header 6";"";
"JP10";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";
"JP11";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";
"LED1";"Red";"LED0603";"LED-0603";"LEDs";"";
"LED2";"Blue";"LED0603";"LED-0603";"LEDs";"";
"LED3";"Green";"LED0603";"LED-0603";"LEDs";"";
"R1";"330";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R2";"10K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R3";"330";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R4";"330";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"SJ1";"";"SOLDERJUMPERTRACE";"SJ_2S-TRACE";"Solder Jumper";"";
"SJ2";"";"SOLDERJUMPERTRACE";"SJ_2S-TRACE";"Solder Jumper";"";
"U$1";"LOGO-SFESK";"LOGO-SFESK";"SFE-LOGO-FLAME";"Spark Fun Electronics PCB Logo";"";
"U$2";"CREATIVE_COMMONS";"CREATIVE_COMMONS";"CREATIVE_COMMONS";"";"";
"U$3";"OSHW-LOGOS";"OSHW-LOGOS";"OSHW-LOGO-S";"Open Source Hardware Logo This logo indicates the piece of hardware it is found on incorporates a OSHW license and/or adheres to the definition of open source hardware found here: http://freedomdefined.org/OSHW";"";
"U$11";"LOGO-SFENEW";"LOGO-SFENEW";"SFE-NEW-WEBLOGO";"Spark Fun Electronics PCB Logo";"";
"U1";"MIC5219-3.3";"V_REG_LDOSMD";"SOT23-5";"Voltage Regulator LDO";"";
"U2";"AP7311-1.8";"V_REG_LDOSMD";"SOT23-5";"Voltage Regulator LDO";"";
"U3";"74HC4050";"HEX_CONVERTER";"SO016";"";"";
"U4";"SPOT-CONNECT";"SPOT-CONNECTSMD";"SPOT-CONNECT";"";"";
"U5";"ARDUINO_SHIELD";"ARDUINO_SHIELDNO_SILK";"DUEMILANOVE_VIAS";"";"";
"U6";"MIC5219-3.0";"V_REG_LDOSMD";"SOT23-5";"Voltage Regulator LDO";"";
"U7";"MIC5219-3.0";"V_REG_LDOSMD";"SOT23-5";"Voltage Regulator LDO";"";
