"Part";"Value";"Device";"Package";"Description";"BOM";
"AUDIO";"";"HEADER-1X3";"1X03_OVAL";"PIN HEADER";"";
"BUTTON_A";"";"HEADER-1X2";"1X02_OVAL";"PIN HEADER";"";
"BUTTON_B";"";"HEADER-1X2";"1X02_OVAL";"PIN HEADER";"";
"BUTTON_CREDIT";"";"HEADER-1X2";"1X02_OVAL";"PIN HEADER";"";
"BUTTON_START";"";"HEADER-1X2";"1X02_OVAL";"PIN HEADER";"";
"C1";"100uF";"CAP_ELECTROLYTICPANASONIC_C";"PANASONIC_C";"Electrolytic Capacitors";"";
"C2";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C3";"0.1uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"FID1";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID2";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"FID3";"FIDUCIAL""";"FIDUCIAL""";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"IC1";"LM339D";"LM339D";"SO14";"Low Power Low Offset Voltage Quad Comparators";"";
"IC2";"TS922";"TL072D";"SO08";"OP AMP";"";
"JOYSTICK";"";"HEADER-1X5";"1X05_OVAL";"PIN HEADER";"";
"JP1";"";"RASBERRYPI_IDC";"RASBERRYPI_IDC";"Rasberry PI IDC Header";"";
"R1";"10K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R2";"10K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R3";"10K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R4";"10K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"R5";"10K";"RESISTOR0805_NOOUTLINE";"0805-NO";"Resistors";"";
"SPEAKER";"8Ohm";"HEADER-1X2";"1X02_OVAL";"PIN HEADER";"";
"U$2";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"EXCLUDE";
"U$3";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"EXCLUDE";
